,ID,year,month,location,no2,o3,co,so2,pm10,pm2.5,address,Y,pop_men<10s,pop_men10s,pop_men20s,pop_men30s,pop_men40s,pop_men50s,pop_men60s,pop_men>70s,pop_women<10s,pop_women10s,pop_women20s,pop_women30s,pop_women40s,pop_women50s,pop_women60s,pop_women>70s,x,y,height,road,tree,building,river,a_d_classification,car_sedan,car_van,car_twowheels,car_special,car_truck,gu
557,558,2020,2,강동구,0.034896552,0.016758621,0.565517241,0.002965517,45.5862069,32.24137931,서울 강동구 구천면로 42길 59 천호1동 주민센터,2,1127.719122,596.381281,743.5407971,973.6306372,1135.822803,967.8299511,916.3441666,1257.088613,984.4109042,508.4880775,855.3821209,1045.718385,1122.967884,1074.17608,1156.63959,1860.347714,37.54500381,127.1368198,27,0,0,1,0,11250,122818,4634,16693,293,15392,강동구
558,559,2020,2,강변북로,0.041172414,0.013724138,0.682758621,0.003724138,46.31034483,25.75862069,서울 성동구 강변북로 257 한강사업본부 옆,2,698.6757071,297.3056207,844.0675055,885.5021152,831.2569229,682.5198485,576.6267406,785.2580262,672.2918615,297.2574264,1055.544372,943.991199,766.7974864,674.996531,690.6190903,1307.152294,37.53896166,127.0416039,16,1,1,1,1,11040,89474,5284,20066,186,10810,성동구
559,560,2020,2,강북구,0.033724138,0.018482759,0.534482759,0.002551724,44.92857143,29.03448276,서울 강북구 삼양로 139길 49 우이동 주민센터,2,781.581961,430.5695867,743.1490862,786.2622782,882.8047085,893.8798252,801.4037117,1491.591761,751.5859103,414.276013,1032.526997,789.3842708,889.6596223,1016.789036,1043.284282,2439.608788,37.64793425,127.0118697,43,0,1,1,0,11090,63285,3743,21907,167,9070,강북구
560,561,2020,2,강서구,0.031034483,0.019448276,0.575862069,0.00462069,46.06896552,26.75862069,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,2,1128.641411,511.5560891,732.3902133,1193.628856,1147.651434,881.2960541,816.6842688,1225.062845,1063.722335,471.2763633,930.1896191,1308.840318,1116.036609,946.598369,1055.947506,1849.282621,37.54466973,126.8351791,20,0,0,1,0,11160,174965,7294,18656,436,21305,강서구
561,562,2020,2,공항대로,0.035206897,0.015413793,0.624137931,0.005275862,47.44827586,28.20689655,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,2,1128.641411,511.5560891,732.3902133,1193.628856,1147.651434,881.2960541,816.6842688,1225.062845,1063.722335,471.2763633,930.1896191,1308.840318,1116.036609,946.598369,1055.947506,1849.282621,37.55964945,126.8287913,9,1,0,1,0,11160,174965,7294,18656,436,21305,강서구
562,563,2020,2,관악구,0.036517241,0.016034483,0.634482759,0.003413793,40.48275862,26.4137931,서울 관악구 신림동길 14 신림동 주민센터,2,640.9935099,320.1742296,1084.970247,1453.312362,968.6588729,748.5880867,625.3685662,1066.903546,642.2175936,312.7702438,1442.990624,1235.790059,850.7716103,777.3556204,806.2313397,1560.181413,37.487396,126.9271139,20,0,0,1,0,11210,102620,4480,24398,271,12275,관악구
563,564,2020,2,관악산,0.014137931,0.027275862,0.531034483,0.00437931,29.55172414,18.48275862,과천시 자하동길 64 (관악산 중계소),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44112664,126.9644471,588,0,1,0,0,31110,0,0,0,0,0,관악구
564,565,2020,2,광진구,0.027586207,0.015862069,0.637931034,0.002275862,40.24137931,26.37931034,서울 광진구 광나루로 571 구의 아리수정수센터,2,810.5625018,438.2212566,827.5515584,1044.773986,959.8044453,901.3768575,765.7025972,1034.239071,807.0489131,445.4999731,1057.455322,1143.540693,985.4137216,966.2642414,903.6712664,1546.669347,37.54594731,127.0929507,40,0,1,1,0,11050,83001,3334,18242,275,12479,광진구
565,566,2020,2,구로구,0.03462069,0.020689655,0.431034483,0.003344828,35.93103448,28,서울 구로구 가마산로 27길 45 구로고등학교,2,948.7089329,420.7714768,700.6534993,1163.016827,1209.903515,933.6647432,805.7657499,1145.138755,964.3717653,420.6549745,877.5985989,1098.144312,993.6993736,923.3502393,957.5739389,1654.698582,37.49884008,126.8903092,10,0,0,1,0,11170,120145,6049,15650,368,17377,구로구
566,567,2020,2,금천구,0.034034483,0.015724138,0.575862069,0.003275862,40.93103448,29.48275862,서울 금천구 금하로21길 20 시흥5동 주민센터,2,610.2732434,293.0514334,526.0949662,882.3284524,798.3102231,733.7750828,686.1477438,902.5840293,623.3356841,306.7348148,635.43779,792.6850052,699.7877552,778.0264769,785.0456034,1330.330133,37.45233457,126.9080537,25,0,0,1,0,11180,69929,4116,11573,160,13289,금천구
567,568,2020,2,남산,0.025862069,0.021035714,0.806896552,0.004172414,33.06896552,21.75862069,서울 용산구 남산공원길 103 (서울타워 별관 2층),2,469.3674272,233.931656,541.0580028,774.5983754,740.0402431,600.7864897,469.3853185,671.1153448,474.4591407,234.8829218,646.8540569,820.1785942,666.9705716,550.19722,530.6294084,1121.628893,37.5511821,126.9876498,260,0,1,0,0,11030,67112,2423,16149,114,6778,용산구
568,569,2020,2,노원구,0.029206897,0.017068966,0.64137931,0.004344828,35.89655172,30.96551724,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),2,1162.062783,761.8905991,1038.544731,836.4688483,1031.953377,1094.115167,914.7278982,1313.765162,1087.987179,699.8396537,1117.121111,933.2197015,1151.016666,1238.149106,1170.66166,2331.564497,37.65748313,127.0678641,30,0,0,1,0,11110,133196,5392,14859,352,13232,노원구
569,570,2020,2,도봉구,0.024862069,0.021965517,0.610344828,0.002482759,35.62068966,26.75862069,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,2,754.4966773,415.5922394,661.5809734,641.9967687,743.274367,742.3562517,760.8980734,1183.785629,668.0444724,368.2922409,743.5119601,692.9029739,730.9485562,866.5522941,932.0381608,1832.81099,37.6542176,127.0290801,67,0,1,0,0,11100,81227,3668,14774,239,10835,도봉구
570,571,2020,2,도산대로,0.038965517,0.015344828,0.865517241,0.002482759,40.10344828,22.44827586,서울 강남구 도산대로 104 신사역2번출구 앞,2,1043.893663,685.5192274,821.3071779,1224.309392,1426.430994,1140.797036,752.9617406,1146.139555,985.5247304,630.4626583,1067.258705,1315.748607,1393.161927,1010.850086,931.1074638,1717.724617,37.51607746,127.0203412,24,1,0,1,0,11230,213275,5871,16797,415,15815,강남구
571,572,2020,2,동대문구,0.032137931,0.017482759,0.613793103,0.003241379,38.5862069,25.20689655,서울 동대문구 천호대로13길 43 용두초등학교,2,819.133934,411.8378594,999.3087325,880.4773209,963.4320387,837.5295675,748.3984256,1210.408155,738.7311512,375.6099714,1312.660684,889.238135,868.1624714,875.615865,905.9928345,2004.683045,37.57640498,127.028382,18,1,0,1,0,11060,81141,3599,23724,180,12792,동대문구
572,573,2020,2,동작구,0.034310345,0.015689655,0.544827586,0.002965517,47.37931034,30.79310345,서울 동작구 사당로16아길 6 사당4동 주민센터,2,904.4813218,431.5794977,943.2941,1125.407478,1025.638718,839.8977522,769.2770779,1225.373079,936.5099269,428.8934324,1235.982076,1131.069001,1036.829695,948.4070669,988.6231545,1930.934857,37.48097575,126.9716337,26,0,0,1,0,11200,92897,3121,15162,375,8673,동작구
573,574,2020,2,동작대로,0.046275862,0.013793103,0.610344828,0.004689655,45.62068966,30.48275862,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,2,904.4813218,431.5794977,943.2941,1125.407478,1025.638718,839.8977522,769.2770779,1225.373079,936.5099269,428.8934324,1235.982076,1131.069001,1036.829695,948.4070669,988.6231545,1930.934857,37.48945977,126.9824745,12,1,0,1,0,11200,92897,3121,15162,375,8673,동작구
574,575,2020,2,마포구,0.035896552,0.014862069,0.586206897,0.003275862,37.55172414,28.72413793,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,2,904.8149644,514.0707506,1064.522286,1147.494074,1192.174785,894.586986,656.2721636,1001.161556,866.2057989,488.9027573,1469.973607,1342.030802,1222.469381,922.0288063,819.5045724,1647.40158,37.55558837,126.9055913,8,0,0,1,0,11140,101788,4100,17190,262,11982,마포구
575,576,2020,2,마포아트센터,0.027896552,0.017310345,0.386206897,0.003241379,40.06896552,26.03448276,서울 마포구 대흥로20길 28 (마포아트센터),2,904.8149644,514.0707506,1064.522286,1147.494074,1192.174785,894.586986,656.2721636,1001.161556,866.2057989,488.9027573,1469.973607,1342.030802,1222.469381,922.0288063,819.5045724,1647.40158,37.54990609,126.9455338,17,1,0,1,0,11140,101788,4100,17190,262,11982,마포구
576,577,2020,2,북한산,0.014137931,0.025827586,0.527586207,0.003206897,33.48275862,18.86206897,서울 강북구 삼양로 181길 387 (우이령 전경대 위),2,781.581961,430.5695867,743.1490862,786.2622782,882.8047085,893.8798252,801.4037117,1491.591761,751.5859103,414.276013,1032.526997,789.3842708,889.6596223,1016.789036,1043.284282,2439.608788,37.67901408,127.002294,114,0,1,0,0,11090,63285,3743,21907,167,9070,강북구
577,578,2020,2,서대문구,0.028172414,0.019655172,0.796551724,0.004068966,39.72413793,28.68965517,서울 서대문구 세검정로4길 32 (홍제3동 주민센터),2,854.1558057,409.4714369,969.1046328,940.0882273,982.1678172,858.2014089,720.1205764,1126.356192,834.9577712,407.7913096,1437.600647,1054.494774,977.7872017,929.6644534,889.9716601,1877.147729,37.59376657,126.9496911,44,0,0,1,0,11130,75785,3230,14779,298,8427,서대문구
578,579,2020,2,서울숲,0.029310345,0.015344828,0.437931034,0.003758621,36.72413793,24.03448276,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),2,698.6757071,297.3056207,844.0675055,885.5021152,831.2569229,682.5198485,576.6267406,785.2580262,672.2918615,297.2574264,1055.544372,943.991199,766.7974864,674.996531,690.6190903,1307.152294,37.54307015,127.0417991,12,0,1,0,0,11040,89474,5284,20066,186,10810,성동구
579,580,2020,2,서초구,0.033827586,0.023413793,0.413793103,0.003241379,46.82758621,28.72413793,서울 서초구 신반포로15길 16 반포 2동 주민센터,2,966.2593209,544.323855,776.5485709,997.6170713,1231.169663,1007.231709,724.7352791,1130.06075,1046.441041,589.4792418,901.4514799,1104.466391,1246.526785,952.845146,899.700487,1690.247537,37.50458542,126.9944717,10,0,0,1,0,11220,159251,4815,12328,355,16710,서초구
580,581,2020,2,성동구,0.030275862,0.018413793,0.551724138,0.003758621,39.82758621,27.20689655,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,2,698.6757071,297.3056207,844.0675055,885.5021152,831.2569229,682.5198485,576.6267406,785.2580262,672.2918615,297.2574264,1055.544372,943.991199,766.7974864,674.996531,690.6190903,1307.152294,37.54203238,127.0496885,11,0,0,1,0,11040,89474,5284,20066,186,10810,성동구
581,582,2020,2,성북구,0.035862069,0.017413793,0.720689655,0.003172414,40.89655172,27.37931034,서울 성북구 삼양로2길 70 길음2동 주민센터,2,876.7716167,488.6874884,805.4599086,692.9791626,810.3947048,763.7273664,656.3823628,1062.174223,854.4931374,467.61594,1088.274058,768.2170281,856.4344088,821.236036,798.473549,1788.388985,37.60681328,127.0272803,34,1,0,1,0,11080,102957,4986,26412,179,10980,성북구
582,583,2020,2,세곡,0.012896552,0.014758621,0.872413793,0.003241379,43.62068966,28.44827586,서울 강남구 밤고개로 337 (세곡사거리),2,1043.893663,685.5192274,821.3071779,1224.309392,1426.430994,1140.797036,752.9617406,1146.139555,985.5247304,630.4626583,1067.258705,1315.748607,1393.161927,1010.850086,931.1074638,1717.724617,37.46408289,127.1090843,23,1,0,0,0,11230,213275,5871,16797,415,15815,강남구
583,584,2020,2,송파구,0.035413793,0.01562069,0.651724138,0.003517241,39.82758621,27.68965517,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),2,1166.018663,610.3758701,730.7455064,1096.745856,1201.284368,985.6621853,855.7479346,1094.79172,1158.964827,613.5792246,909.2442939,1241.722654,1207.542887,1050.433476,1075.453282,1653.603279,37.50272901,127.0925211,14,1,0,1,0,11240,206228,6758,21321,429,27256,송파구
584,585,2020,2,시흥대로,0.040862069,0.016241379,0.686206897,0.003724138,47.5862069,28.55172414,서울 금천구 독산동 996-9 한양수자인아파트 앞,2,610.2732434,293.0514334,526.0949662,882.3284524,798.3102231,733.7750828,686.1477438,902.5840293,623.3356841,306.7348148,635.43779,792.6850052,699.7877552,778.0264769,785.0456034,1330.330133,37.47496364,126.8986765,26,1,0,1,0,11180,69929,4116,11573,160,13289,금천구
585,586,2020,2,신촌로,0.039896552,0.013931034,0.7,0.003551724,44.65517241,30.62068966,서울 마포구 노고산동 57-62 (신촌역 7번 출구),2,904.8149644,514.0707506,1064.522286,1147.494074,1192.174785,894.586986,656.2721636,1001.161556,866.2057989,488.9027573,1469.973607,1342.030802,1222.469381,922.0288063,819.5045724,1647.40158,37.55517177,126.9361424,18,1,0,1,0,11140,101788,4100,17190,262,11982,마포구
586,587,2020,2,양천구,0.035,0.017793103,0.617241379,0.004448276,45.20689655,29.31034483,서울 양천구 중앙로52길 56 신정4동 문화센터,2,990.4773611,658.8913636,618.757654,707.7156107,936.3453659,854.9832713,690.0692609,937.2830824,911.7644362,603.274149,706.4821466,807.4719975,991.253605,908.0342944,846.3507569,1472.750765,37.52597518,126.8566021,13,0,0,1,0,11150,128676,4925,18869,578,15295,양천구
587,588,2020,2,영등포구,0.033931034,0.016344828,0.582758621,0.003034483,38.20689655,26.65517241,서울 영등포구 당산로 123 영등포구청 (당산동3가),2,757.5249073,339.7309605,707.6089822,1229.136283,1002.295161,834.3285621,696.4429895,1005.118007,754.3530414,322.07256,912.8727123,1143.885054,879.9222636,785.1818571,810.442418,1477.593689,37.52596316,126.8963671,8,1,1,1,0,11190,116626,4981,16291,1279,19546,영등포구
588,589,2020,2,영등포로,0.042551724,0.01362069,0.689655172,0.003586207,47.03448276,31.68965517,서울 영등포구 영중로 37 (영등포시장사거리),2,757.5249073,339.7309605,707.6089822,1229.136283,1002.295161,834.3285621,696.4429895,1005.118007,754.3530414,322.07256,912.8727123,1143.885054,879.9222636,785.1818571,810.442418,1477.593689,37.51948008,126.9047117,9,1,0,1,0,11190,116626,4981,16291,1279,19546,영등포구
589,590,2020,2,올림픽공원,0.026,0.017964286,0.5,0.004137931,42.65517241,28.48275862,서울 송파구 올림픽로 424 (서울역사편찬원),2,1166.018663,610.3758701,730.7455064,1096.745856,1201.284368,985.6621853,855.7479346,1094.79172,1158.964827,613.5792246,909.2442939,1241.722654,1207.542887,1050.433476,1075.453282,1653.603279,37.5203397,127.1155179,17,1,0,1,0,11240,206228,6758,21321,429,27256,송파구
590,591,2020,2,용산구,0.026965517,0.017344828,0.551724138,0.002482759,39.39285714,26.85714286,서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터,2,469.3674272,233.931656,541.0580028,774.5983754,740.0402431,600.7864897,469.3853185,671.1153448,474.4591407,234.8829218,646.8540569,820.1785942,666.9705716,550.19722,530.6294084,1121.628893,37.53485709,127.0002687,49,0,0,1,0,11030,67112,2423,16149,114,6778,용산구
591,592,2020,2,은평구,0.023275862,0.02137931,0.668965517,0.002793103,37.62068966,25.55172414,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),2,1156.662445,639.0514879,792.8679166,955.6819955,1122.368448,1012.377976,866.9510817,1410.401384,1015.240385,563.2055336,1001.801372,1069.554656,1176.149608,1127.108598,1118.523877,2335.331948,37.60987179,126.9343249,33,1,1,0,0,11120,111187,4966,20806,285,13014,은평구
592,593,2020,2,자연사박물관,0.027448276,0.022103448,0.596551724,0.006482759,38.5,26.46428571,서울 서대문구 연희로32길 51 (서대문자연사박물관),2,854.1558057,409.4714369,969.1046328,940.0882273,982.1678172,858.2014089,720.1205764,1126.356192,834.9577712,407.7913096,1437.600647,1054.494774,977.7872017,929.6644534,889.9716601,1877.147729,37.57675199,126.9378582,75,0,0,1,0,11130,75785,3230,14779,298,8427,서대문구
593,594,2020,2,정릉로,0.053965517,0.009793103,0.555172414,0.005172414,46.17241379,32.03448276,서울 성북구 돈암동 8-164번지,2,876.7716167,488.6874884,805.4599086,692.9791626,810.3947048,763.7273664,656.3823628,1062.174223,854.4931374,467.61594,1088.274058,768.2170281,856.4344088,821.236036,798.473549,1788.388985,37.60352172,127.0259508,34,1,0,1,0,11080,102957,4986,26412,179,10980,성북구
594,595,2020,2,종로,0.028551724,0.017413793,0.596551724,0.003137931,48.13793103,29.89655172,서울 종로구 종로 169 (종묘주차장 앞),2,275.951372,160.7651272,524.3748822,464.4459006,473.1036136,474.0692779,402.1143087,595.2651824,251.2053099,150.0299323,552.2697442,424.5701785,415.8061148,432.8010185,416.1958243,902.6873878,37.57091931,126.9965554,21,1,1,1,0,11010,40922,3773,13238,184,5215,종로구
595,596,2020,2,종로구,0.032517241,0.015448276,0.655172414,0.003448276,42.20689655,29.20689655,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2,275.951372,160.7651272,524.3748822,464.4459006,473.1036136,474.0692779,402.1143087,595.2651824,251.2053099,150.0299323,552.2697442,424.5701785,415.8061148,432.8010185,416.1958243,902.6873878,37.57206117,127.0050313,20,0,0,1,0,11010,40922,3773,13238,184,5215,종로구
596,597,2020,2,중구,0.029206897,0.017,0.582758621,0.003034483,39.89655172,32.17241379,서울 중구 덕수궁길 15 시청서소문별관 3동,2,246.9444749,111.5239246,422.8990605,613.1221437,571.326823,463.4526579,382.9812225,525.1588754,252.3063515,110.3882871,500.5519575,573.1503614,476.646023,420.5613175,440.2891485,810.3792149,37.56455419,126.9756136,31,1,0,1,0,11020,40775,3211,14422,231,7060,중구
597,598,2020,2,중랑구,0.031689655,0.017107143,0.589655172,0.002862069,41.4137931,23.17241379,서울 중랑구 용마산로 369 건강가정지원센터,2,841.8580252,412.1892502,674.6767015,840.176164,876.7332515,894.1986013,812.11365,1184.234744,798.3062455,383.5337914,829.538592,923.4482711,838.8814276,981.715805,974.211089,1872.824547,37.58491272,127.0940363,37,1,0,1,0,11070,92242,4611,24260,435,15145,중랑구
598,599,2020,2,천호대로,0.042068966,0.014517241,0.713793103,0.005689655,47.31034483,28.96551724,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),2,1127.719122,596.381281,743.5407971,973.6306372,1135.822803,967.8299511,916.3441666,1257.088613,984.4109042,508.4880775,855.3821209,1045.718385,1122.967884,1074.17608,1156.63959,1860.347714,37.53415608,127.1393358,20,1,0,1,0,11250,122818,4634,16693,293,15392,강동구
599,600,2020,2,청계천로,0.03337931,0.017344828,0.727586207,0.004068966,40.37931034,29.89655172,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),2,246.9444749,111.5239246,422.8990605,613.1221437,571.326823,463.4526579,382.9812225,525.1588754,252.3063515,110.3882871,500.5519575,573.1503614,476.646023,420.5613175,440.2891485,810.3792149,37.56863811,126.9981855,19,1,0,1,0,11020,40775,3211,14422,231,7060,중구
600,601,2020,2,한강대로,0.035206897,0.015551724,0.610344828,0.003344828,45.72413793,23.93103448,서울 용산구 한강대로 405 (서울역 앞),2,469.3674272,233.931656,541.0580028,774.5983754,740.0402431,600.7864897,469.3853185,671.1153448,474.4591407,234.8829218,646.8540569,820.1785942,666.9705716,550.19722,530.6294084,1121.628893,37.5548376,126.9717326,26,1,0,1,0,11030,67112,2423,16149,114,6778,용산구
601,602,2020,2,행주,0.024206897,0.020448276,0.742857143,0.003724138,41.03448276,26.96551724,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),2,"1,434","1,433","1,463","1,827","2,476","2,116","1,808","1,150","1,269","1,343","1,355","1,906","2,348","2,122","1,818","1,431",37.60908701,126.7863203,19,0,1,0,1,31230,0,0,0,0,0,고촌읍
602,603,2020,2,홍릉로,0.039344828,0.01562069,0.665517241,0.003965517,41.44827586,27.75862069,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),2,819.133934,411.8378594,999.3087325,880.4773209,963.4320387,837.5295675,748.3984256,1210.408155,738.7311512,375.6099714,1312.660684,889.238135,868.1624714,875.615865,905.9928345,2004.683045,37.58045291,127.0443683,14,0,0,1,0,11060,81141,3599,23724,180,12792,동대문구
603,604,2020,2,화랑로,0.030827586,0.015482759,0.444827586,0.004586207,44.55172414,29,서울 노원구 화랑로 429 태능입구역 8번 출구,2,1162.062783,761.8905991,1038.544731,836.4688483,1031.953377,1094.115167,914.7278982,1313.765162,1087.987179,699.8396537,1117.121111,933.2197015,1151.016666,1238.149106,1170.66166,2331.564497,37.6177942,127.0751588,19,1,0,1,0,11110,133196,5392,14859,352,13232,노원구
604,605,2020,3,강남구,0.030387097,0.026483871,0.522580645,0.002935484,40.58064516,26.26666667,서울 강남구 학동로 426 강남구청 별관 1동,2,1041.633739,684.7578238,793.1701012,1189.453845,1399.534058,1127.589803,748.143844,1124.700587,989.4352391,630.7319584,1038.696999,1273.20246,1375.938399,996.365193,915.4283087,1676.375924,37.51796816,127.0470598,29,1,0,1,0,11230,213162,5803,17002,411,15818,강남구
605,606,2020,3,강남대로,0.038548387,0.020516129,0.577419355,0.002451613,47.70967742,22.19354839,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),2,979.8064072,549.4687577,737.7428444,962.8820204,1215.094962,998.1723328,721.7361509,1118.67286,1032.944353,586.3427254,873.3855805,1086.913623,1255.768433,949.0460733,887.7002427,1669.649498,37.48182784,127.0359572,28,1,1,1,0,11220,159050,4786,12341,358,16819,서초구
606,607,2020,3,강동구,0.0262,0.022419355,0.474193548,0.002903226,45.32258065,26.61290323,서울 강동구 구천면로 42길 59 천호1동 주민센터,2,1128.216924,605.3636311,737.0620291,988.1446442,1151.809427,963.7098627,919.6698373,1245.576091,992.6417591,521.3635074,857.6619162,1062.723759,1153.704706,1078.350279,1152.324216,1871.719939,37.54500381,127.1368198,27,0,0,1,0,11250,124781,4617,16806,297,15431,강동구
607,608,2020,3,강변북로,0.039225806,0.020064516,0.441935484,0.003645161,51.58064516,22.12903226,서울 성동구 강변북로 257 한강사업본부 옆,2,692.957411,294.0806812,832.444366,874.7848877,829.0624676,680.060804,564.7760309,773.3311843,656.1098038,288.6692719,1034.680611,937.4313063,753.4744395,672.9861404,678.5535389,1288.913771,37.53896166,127.0416039,16,1,1,1,1,11040,89392,5169,20035,188,10781,성동구
608,609,2020,3,강북구,0.025419355,0.028290323,0.461290323,0.002548387,46.32258065,25.5483871,서울 강북구 삼양로 139길 49 우이동 주민센터,2,771.2634295,424.4418082,736.0958675,778.0977057,891.5900918,892.8598002,798.5781189,1474.61144,740.692264,407.8118854,1027.063682,779.5101432,885.5295645,1016.243461,1032.865226,2395.130814,37.64793425,127.0118697,43,0,1,1,0,11090,63156,3720,21953,169,9036,강북구
609,610,2020,3,강서구,0.025806452,0.027741935,0.480645161,0.004290323,49.12903226,24.41935484,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,2,1114.835191,506.3232931,719.9551194,1196.540201,1144.044907,875.3792924,809.7704224,1212.866422,1041.662202,462.7193689,930.7841045,1292.963285,1115.734849,939.3614573,1047.877891,1836.859796,37.54466973,126.8351791,20,0,0,1,0,11160,175339,7290,18674,432,21282,강서구
610,611,2020,3,공항대로,0.030225806,0.019290323,0.496774194,0.004774194,53.22580645,25,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,2,1114.835191,506.3232931,719.9551194,1196.540201,1144.044907,875.3792924,809.7704224,1212.866422,1041.662202,462.7193689,930.7841045,1292.963285,1115.734849,939.3614573,1047.877891,1836.859796,37.55964945,126.8287913,9,1,0,1,0,11160,175339,7290,18674,432,21282,강서구
611,612,2020,3,관악구,0.032064516,0.024483871,0.535483871,0.003548387,45.58064516,23.03225806,서울 관악구 신림동길 14 신림동 주민센터,2,629.96762,313.0524619,1068.799582,1442.564294,951.8598599,752.3682081,622.3771866,1058.683324,635.5283527,308.7347909,1425.588414,1222.429961,841.5256376,773.2048207,793.5595978,1544.4855,37.487396,126.9271139,20,0,0,1,0,11210,102444,4458,24488,272,12278,관악구
612,613,2020,3,관악산,0.012129032,0.032580645,0.5,0.004806452,39.35483871,19.77419355,과천시 자하동길 64 (관악산 중계소),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.44112664,126.9644471,588,0,1,0,0,31110,0,0,0,0,0,관악구
613,614,2020,3,광진구,0.024870968,0.022806452,0.532258065,0.002612903,45.83870968,24.41935484,서울 광진구 광나루로 571 구의 아리수정수센터,2,803.08112,435.2045763,826.3521097,1044.19386,952.9172348,899.0099581,759.14398,1017.658879,787.389526,432.9298845,1072.398762,1141.767609,981.5662202,960.8423996,903.6681596,1537.288993,37.54594731,127.0929507,40,0,1,1,0,11050,82752,3295,18292,276,12449,광진구
614,615,2020,3,구로구,0.032258065,0.032774194,0.35483871,0.003032258,53.87096774,27.90322581,서울 구로구 가마산로 27길 45 구로고등학교,2,930.3397755,412.7735976,683.2788383,1153.302054,1194.226815,930.0783888,800.2071471,1132.848328,954.3505744,416.5082933,870.3325781,1092.541717,986.1120731,920.2124501,952.124703,1634.640934,37.49884008,126.8903092,10,0,0,1,0,11170,120025,6003,15695,372,17361,구로구
615,616,2020,3,금천구,0.028774194,0.023096774,0.506451613,0.003258065,42.5483871,26.12903226,서울 금천구 금하로21길 20 시흥5동 주민센터,2,604.5623671,290.6840494,514.4263935,888.3089848,799.3092813,726.5340403,671.4889739,890.0661165,617.2307752,303.6899739,636.4938352,797.3379145,685.4243374,774.0393684,766.1371671,1332.095649,37.45233457,126.9080537,25,0,0,1,0,11180,69930,4092,11613,158,13268,금천구
616,617,2020,3,남산,0.022483871,0.0326,0.822580645,0.004,38.48387097,19.51612903,서울 용산구 남산공원길 103 (서울타워 별관 2층),2,458.987746,228.4809655,522.4331514,758.001124,725.3047125,597.0477238,461.181948,661.8474744,465.9148105,231.3271673,619.1636153,797.981656,655.9078597,550.2494911,525.3874353,1109.33819,37.5511821,126.9876498,260,0,1,0,0,11030,67171,2385,16185,116,6809,용산구
617,618,2020,3,노원구,0.025387097,0.023322581,0.529032258,0.004290323,42.96774194,26.22580645,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),2,1139.014775,754.9738947,1004.783038,842.1132694,1034.431171,1098.75246,913.1454543,1309.080994,1063.495354,689.5839735,1110.077432,927.4700686,1144.472142,1234.693757,1161.278815,2332.501556,37.65748313,127.0678641,30,0,0,1,0,11110,133187,5360,14865,347,13274,노원구
618,619,2020,3,도봉구,0.021580645,0.031290323,0.522580645,0.002806452,40.90322581,23.90322581,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,2,744.049123,410.0751567,663.9948348,645.4241251,747.528718,745.5417588,760.1353256,1175.151096,656.5497565,361.9415776,744.9556528,688.5988136,729.8901085,862.6162998,921.6624864,1839.149664,37.6542176,127.0290801,67,0,1,0,0,11100,81174,3633,14791,243,10801,도봉구
619,620,2020,3,도산대로,0.034967742,0.025064516,0.451612903,0.002935484,45.03333333,20.77419355,서울 강남구 도산대로 104 신사역2번출구 앞,2,1041.633739,684.7578238,793.1701012,1189.453845,1399.534058,1127.589803,748.143844,1124.700587,989.4352391,630.7319584,1038.696999,1273.20246,1375.938399,996.365193,915.4283087,1676.375924,37.51607746,127.0203412,24,1,0,1,0,11230,213162,5803,17002,411,15818,강남구
620,621,2020,3,동대문구,0.028741935,0.026419355,0.474193548,0.003129032,39.41935484,20.35483871,서울 동대문구 천호대로13길 43 용두초등학교,2,801.9622512,402.7745698,992.5735899,871.4075915,962.2762316,825.3463553,734.8546078,1195.595107,714.654109,363.1320253,1311.354459,874.6772343,850.5643235,866.6718581,889.1534906,1989.827895,37.57640498,127.028382,18,1,0,1,0,11060,81307,3569,23682,181,12761,동대문구
