"ID","year","month","location","no2","o3","co","so2","pm10","pm2.5","address","Y"
613,2020,3,"관악산",0.012129032,0.032580645,0.5,0.004806452,39.35483871,19.77419355,"과천시 자하동길 64 (관악산 중계소)",2
614,2020,3,"광진구",0.024870968,0.022806452,0.532258065,0.002612903,45.83870968,24.41935484,"서울 광진구 광나루로 571 구의 아리수정수센터",2
615,2020,3,"구로구",0.032258065,0.032774194,0.35483871,0.003032258,53.87096774,27.90322581,"서울 구로구 가마산로 27길 45 구로고등학교",2
616,2020,3,"금천구",0.028774194,0.023096774,0.506451613,0.003258065,42.5483871,26.12903226,"서울 금천구 금하로21길 20 시흥5동 주민센터",2
617,2020,3,"남산",0.022483871,0.0326,0.822580645,0.004,38.48387097,19.51612903,"서울 용산구 남산공원길 103 (서울타워 별관 2층)",2
618,2020,3,"노원구",0.025387097,0.023322581,0.529032258,0.004290323,42.96774194,26.22580645,"서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소)",2
619,2020,3,"도봉구",0.021580645,0.031290323,0.522580645,0.002806452,40.90322581,23.90322581,"서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집",2
620,2020,3,"도산대로",0.034967742,0.025064516,0.451612903,0.002935484,45.03333333,20.77419355,"서울 강남구 도산대로 104 신사역2번출구 앞",2
621,2020,3,"동대문구",0.028741935,0.026419355,0.474193548,0.003129032,39.41935484,20.35483871,"서울 동대문구 천호대로13길 43 용두초등학교",2
622,2020,3,"동작구",0.028064516,0.022903226,0.44516129,0.002967742,51.61290323,27.87096774,"서울 동작구 사당로16아길 6 사당4동 주민센터",2
623,2020,3,"동작대로",0.042225806,0.022129032,0.512903226,0.004483871,50.5483871,27.19354839,"서울 동작구 사당2동 739 이수역 북단 버스중앙차로",2
624,2020,3,"마포구",0.032064516,0.022064516,0.441935484,0.00316129,41.70967742,25.35483871,"서울 마포구 포은로 6길 10 망원1동주민센터 옥상",2
625,2020,3,"마포아트센터",0.024387097,0.029,0.332258065,0.003258065,42.96666667,23.6,"서울 마포구 대흥로20길 28 (마포아트센터)",2
626,2020,3,"북한산",0.013548387,0.037354839,0.535483871,0.003741935,39.38709677,17.38709677,"서울 강북구 삼양로 181길 387 (우이령 전경대 위)",2
627,2020,3,"서대문구",0.0232,0.029466667,0.673333333,0.003433333,50.1,28.03333333,"서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ",2
628,2020,3,"서울숲",0.027225806,0.020967742,0.448387097,0.003645161,43.29032258,21.25806452,"서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆)",2
629,2020,3,"서초구",0.028870968,0.0332,0.338709677,0.003096774,50.35483871,28.77419355,"서울 서초구 신반포로15길 16 반포 2동 주민센터",2
630,2020,3,"성동구",0.0278,0.026233333,0.476666667,0.003333333,41.96774194,24.67741935,"서울 성동구 뚝섬로3길 18 성수1가1동주민센터",2
631,2020,3,"성북구",0.031870968,0.025387097,0.609677419,0.003064516,44.74193548,22.58064516,"서울 성북구 삼양로2길 70 길음2동 주민센터",2
632,2020,3,"세곡",0.02525,0.0211,0.8,0.003387097,51.38709677,27.74193548,"서울 강남구 밤고개로 337 (세곡사거리)",2
633,2020,3,"송파구",0.034290323,0.021387097,0.590322581,0.003322581,42.90322581,24.4516129,"서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동)",2
634,2020,3,"시흥대로",0.036225806,0.024709677,0.574193548,0.003806452,49.51612903,26.16129032,"서울 금천구 독산동 996-9 한양수자인아파트 앞",2
635,2020,3,"신촌로",0.038548387,0.021645161,0.616129032,0.003548387,47.96774194,27.09677419,"서울 마포구 노고산동 57-62 (신촌역 7번 출구)",2
636,2020,3,"양천구",0.030225806,0.026064516,0.532258065,0.004483871,49.19354839,27.03225806,"서울 양천구 중앙로52길 56 신정4동 문화센터",2
637,2020,3,"영등포구",0.029451613,0.025290323,0.5,0.003258065,43.09677419,25.22580645,"서울 영등포구 당산로 123 영등포구청 (당산동3가)",2
638,2020,3,"영등포로",0.039967742,0.020870968,0.603225806,0.003677419,50.16129032,28.16129032,"서울 영등포구 영중로 37 (영등포시장사거리)",2
639,2020,3,"올림픽공원",0.021689655,0.023966667,0.436666667,0.004,43.86666667,24.96666667,"서울 송파구 올림픽로 424 (서울역사편찬원)",2
640,2020,3,"용산구",0.023903226,0.027,0.503225806,0.003096774,45.32258065,23.06451613,"서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터",2
641,2020,3,"은평구",0.018935484,0.031419355,0.367741935,0.003032258,45.77419355,24.41935484,"서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 )",2
642,2020,3,"자연사박물관",0.025741935,0.031516129,0.629032258,0.006709677,42.48387097,24.38709677,"서울 서대문구 연희로32길 51 (서대문자연사박물관)",2
643,2020,3,"정릉로",0.035774194,0.020064516,0.435483871,0.003903226,50.5483871,27.61290323,"서울 성북구 돈암동 8-164번지 ",2
644,2020,3,"종로",0.025612903,0.025548387,0.5,0.00316129,49.06451613,26.58064516,"서울 종로구 종로 169 (종묘주차장 앞)",2
645,2020,3,"종로구",0.02816129,0.023193548,0.529032258,0.003483871,43.38709677,25.58064516,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2
646,2020,3,"중구",0.026032258,0.02483871,0.490322581,0.00316129,41.41935484,28.4516129,"서울 중구 덕수궁길 15 시청서소문별관 3동",2
647,2020,3,"중랑구",0.028071429,0.024107143,0.514285714,0.002928571,44.78571429,23.85714286,"서울 중랑구 용마산로 369 건강가정지원센터",2
648,2020,3,"천호대로",0.038032258,0.021096774,0.587096774,0.005483871,49.80645161,24.25806452,"서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)",2
649,2020,3,"청계천로",0.029645161,0.025774194,0.625,0.003967742,46.96774194,29.41935484,"서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)",2
650,2020,3,"한강대로",0.033225806,0.021677419,0.541935484,0.003387097,51.29032258,25.96774194,"서울 용산구 한강대로 405 (서울역 앞)",2
651,2020,3,"행주",0.023758621,0.026064516,0.696774194,0.004096774,49.35483871,27.16129032,"김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소)",2
652,2020,3,"홍릉로",0.037290323,0.025516129,0.567741935,0.003709677,43.19354839,23.32258065,"서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞)",2
653,2020,3,"화랑로",0.027967742,0.022709677,0.319354839,0.004354839,51.41935484,22.35483871,"서울 노원구 화랑로 429 태능입구역 8번 출구",2
654,2020,4,"강남구",0.022033333,0.0382,0.44,0.002666667,38.03333333,21.16666667,"서울 강남구 학동로 426 강남구청 별관 1동",2
655,2020,4,"강남대로",0.035033333,0.029266667,0.44,0.0033,45.86666667,17.36666667,"서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동)",2
656,2020,4,"강동구",0.019233333,0.0346,0.39,0.002466667,43.46666667,21.56666667,"서울 강동구 구천면로 42길 59 천호1동 주민센터",2
657,2020,4,"강변북로",0.0322,0.029533333,0.356666667,0.003266667,50.93333333,16.56666667,"서울 성동구 강변북로 257 한강사업본부 옆",2
658,2020,4,"강북구",0.0243,0.033233333,0.4,0.002333333,47.9,21.3,"서울 강북구 삼양로 139길 49 우이동 주민센터",2
659,2020,4,"강서구",0.019233333,0.035133333,0.39,0.003866667,45.16666667,20.46666667,"서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관",2
660,2020,4,"공항대로",0.0248,0.0265,0.41,0.004466667,50.16666667,19.86666667,"서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆",2
661,2020,4,"관악구",0.023233333,0.034433333,0.446666667,0.002933333,42.83333333,18.2,"서울 관악구 신림동길 14 신림동 주민센터",2
662,2020,4,"관악산",0.010266667,0.044133333,0.463333333,0.005166667,47.36666667,20.1,"과천시 자하동길 64 (관악산 중계소)",2
663,2020,4,"광진구",0.018933333,0.0335,0.536666667,0.003066667,45.5,19.8,"서울 광진구 광나루로 571 구의 아리수정수센터",2
664,2020,4,"구로구",0.020533333,0.0415,0.313333333,0.0028,48.86206897,23.16666667,"서울 구로구 가마산로 27길 45 구로고등학교",2
665,2020,4,"금천구",0.0221,0.0298,0.423333333,0.002866667,39.16666667,20.46666667,"서울 금천구 금하로21길 20 시흥5동 주민센터",2
666,2020,4,"노원구",0.0205,0.0353,0.436666667,0.002733333,46.13333333,22.62068966,"서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소)",2
667,2020,4,"도봉구",0.0195,0.038466667,0.423333333,0.002666667,41.6,19.1,"서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집",2
668,2020,4,"도산대로",0.027133333,0.0364,0.336666667,0.002766667,46.56666667,19.5,"서울 강남구 도산대로 104 신사역2번출구 앞",2
669,2020,4,"동대문구",0.0217,0.0359,0.433333333,0.002933333,38.96666667,17.56666667,"서울 동대문구 천호대로13길 43 용두초등학교",2
670,2020,4,"동작구",0.0196,0.030466667,0.363333333,0.002733333,48.6,22.73333333,"서울 동작구 사당로16아길 6 사당4동 주민센터",2
671,2020,4,"동작대로",0.035566667,0.031866667,0.416666667,0.0046,51.36666667,23.46666667,"서울 동작구 사당2동 739 이수역 북단 버스중앙차로",2
672,2020,4,"마포구",0.024,0.031733333,0.423333333,0.002766667,40.36666667,19.46666667,"서울 마포구 포은로 6길 10 망원1동주민센터 옥상",2
673,2020,4,"마포아트센터",0.0173,0.041933333,0.25,0.003033333,40.26666667,18.33333333,"서울 마포구 대흥로20길 28 (마포아트센터)",2
674,2020,4,"서대문구",0.0154,0.0387,0.526666667,0.003066667,47.93333333,21.2,"서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ",2
675,2020,4,"서울숲",0.019466667,0.029,0.403333333,0.0036,43.96666667,16.36666667,"서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆)",2
676,2020,4,"서초구",0.022366667,0.044366667,0.293333333,0.003366667,47.76666667,24.76666667,"서울 서초구 신반포로15길 16 반포 2동 주민센터",2
677,2020,4,"성동구",0.020733333,0.039033333,0.39,0.003033333,40.03333333,20.5,"서울 성동구 뚝섬로3길 18 성수1가1동주민센터",2
678,2020,4,"성북구",0.0261,0.033733333,0.453333333,0.002692308,44.9,18.5862069,"서울 성북구 삼양로2길 70 길음2동 주민센터",2
679,2020,4,"세곡",0.0248,0.029,0.743333333,0.0035,49.63333333,21.23333333,"서울 강남구 밤고개로 337 (세곡사거리)",2
680,2020,4,"송파구",0.025833333,0.0326,0.46,0.003,42.9,20.03333333,"서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동)",2
681,2020,4,"시흥대로",0.030433333,0.0337,0.49,0.0034,46,21.06666667,"서울 금천구 독산동 996-9 한양수자인아파트 앞",2
682,2020,4,"신촌로",0.033666667,0.029766667,0.523333333,0.0033,46.26666667,22.56666667,"서울 마포구 노고산동 57-62 (신촌역 7번 출구)",2
683,2020,4,"양천구",0.022566667,0.033933333,0.426666667,0.0041,45,21.1,"서울 양천구 중앙로52길 56 신정4동 문화센터",2
684,2020,4,"영등포구",0.022,0.035166667,0.386666667,0.002866667,39.73333333,19.2,"서울 영등포구 당산로 123 영등포구청 (당산동3가)",2
685,2020,4,"영등포로",0.035433333,0.028466667,0.516666667,0.003533333,46.06666667,22.56666667,"서울 영등포구 영중로 37 (영등포시장사거리)",2
686,2020,4,"올림픽공원",0.0161,0.0324,0.273333333,0.0039,42.26666667,20.26666667,"서울 송파구 올림픽로 424 (서울역사편찬원)",2
687,2020,4,"용산구",0.018533333,0.033066667,0.43,0.002766667,44.43333333,19.3,"서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터",2
688,2020,4,"은평구",0.0152,0.040933333,0.28,0.002966667,45.33333333,19.33333333,"서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 )",2
689,2020,4,"자연사박물관",0.018933333,0.0437,0.586666667,0.006666667,40.9,19.83333333,"서울 서대문구 연희로32길 51 (서대문자연사박물관)",2
690,2020,4,"정릉로",0.019033333,0.028033333,0.376666667,0.004566667,53.46666667,23.5,"서울 성북구 돈암동 8-164번지 ",2
691,2020,4,"종로",0.0209,0.0347,0.436666667,0.002866667,47.66666667,21.73333333,"서울 종로구 종로 169 (종묘주차장 앞)",2
692,2020,4,"종로구",0.0214,0.0324,0.44,0.003433333,41.96666667,21.2,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2
693,2020,4,"중구",0.0198,0.031166667,0.413333333,0.0028,39.03333333,22.73333333,"서울 중구 덕수궁길 15 시청서소문별관 3동",2
694,2020,4,"중랑구",0.0222,0.031566667,0.446666667,0.002285714,42.73333333,19.7,"서울 중랑구 용마산로 369 건강가정지원센터",2
695,2020,4,"천호대로",0.032633333,0.032766667,0.496666667,0.003933333,47.16666667,20.36666667,"서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)",2
696,2020,4,"청계천로",0.024533333,0.034566667,0.526666667,0.003766667,45.93333333,24.26666667,"서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)",2
697,2020,4,"한강대로",0.0278,0.03,0.496666667,0.003333333,51.76666667,22.43333333,"서울 용산구 한강대로 405 (서울역 앞)",2
698,2020,4,"행주",0.023809524,0.0288,0.573333333,0.0035,49.93333333,22.36666667,"김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소)",2
699,2020,4,"홍릉로",0.0308,0.032633333,0.473333333,0.0034,42.96666667,19.63333333,"서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞)",2
700,2020,4,"화랑로",0.0257,0.028733333,0.273333333,0.003533333,52.03333333,18.96666667,"서울 노원구 화랑로 429 태능입구역 8번 출구",2
701,2020,5,"강남대로",0.033129032,0.024967742,0.467741935,0.003,36.41935484,17.19354839,"서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동)",2
702,2020,5,"강동구",0.019193548,0.033419355,0.393548387,0.002677419,33.12903226,18.83870968,"서울 강동구 구천면로 42길 59 천호1동 주민센터",2
703,2020,5,"강변북로",0.036483871,0.026774194,0.406451613,0.002419355,40.19354839,16.70967742,"서울 성동구 강변북로 257 한강사업본부 옆",2
704,2020,5,"강북구",0.013580645,0.027387097,0.41,0.002096774,35.67741935,18.4516129,"서울 강북구 삼양로 139길 49 우이동 주민센터",2
705,2020,5,"강서구",0.019290323,0.032677419,0.412903226,0.00416129,35.58064516,18.35483871,"서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관",2
706,2020,5,"공항대로",0.025225806,0.027064516,0.451612903,0.004354839,38.58064516,18.09677419,"서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆",2
707,2020,5,"관악구",0.022935484,0.033354839,0.451612903,0.002677419,34.58064516,17.48387097,"서울 관악구 신림동길 14 신림동 주민센터",2
708,2020,5,"관악산",0.009387097,0.032548387,0.458064516,0.005193548,33.74193548,16.93548387,"과천시 자하동길 64 (관악산 중계소)",2
709,2020,5,"광진구",0.021064516,0.040129032,0.538709677,0.003645161,35.32258065,19.67741935,"서울 광진구 광나루로 571 구의 아리수정수센터",2
710,2020,5,"구로구",0.015935484,0.038322581,0.258064516,0.002258065,42.51724138,25.70967742,"서울 구로구 가마산로 27길 45 구로고등학교",2
711,2020,5,"금천구",0.019483871,0.027903226,0.412903226,0.002580645,31.06451613,18.58064516,"서울 금천구 금하로21길 20 시흥5동 주민센터",2
712,2020,5,"남산",0.020133333,0.040066667,0.706666667,0.002933333,32.73333333,16.06666667,"서울 용산구 남산공원길 103 (서울타워 별관 2층)",2
713,2020,5,"도봉구",0.018241379,0.038689655,0.306896552,0.003206897,33.10344828,19.03448276,"서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집",2
714,2020,5,"도산대로",0.028322581,0.032225806,0.370967742,0.002322581,38.12903226,20.09677419,"서울 강남구 도산대로 104 신사역2번출구 앞",2
715,2020,5,"동작구",0.01883871,0.028,0.367741935,0.002322581,38.58064516,20.22580645,"서울 동작구 사당로16아길 6 사당4동 주민센터",2
716,2020,5,"동작대로",0.039064516,0.027870968,0.412903226,0.005193548,48.09677419,23.58064516,"서울 동작구 사당2동 739 이수역 북단 버스중앙차로",2
717,2020,5,"마포구",0.023258065,0.032225806,0.363333333,0.002419355,32.29032258,17.4516129,"서울 마포구 포은로 6길 10 망원1동주민센터 옥상",2
718,2020,5,"마포아트센터",0.018064516,0.041516129,0.161290323,0.003096774,32.4516129,16.09677419,"서울 마포구 대흥로20길 28 (마포아트센터)",2
719,2020,5,"서대문구",0.016258065,0.037193548,0.535483871,0.002129032,38.58064516,21.5483871,"서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ",2
720,2020,5,"서울숲",0.01683871,0.025,0.351612903,0.00316129,33.48387097,13.93548387,"서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆)",2
721,2020,5,"서초구",0.021483871,0.041741935,0.280645161,0.003548387,42.32258065,26.67741935,"서울 서초구 신반포로15길 16 반포 2동 주민센터",2
722,2020,5,"성동구",0.018806452,0.034387097,0.370967742,0.00283871,31.96774194,19.16129032,"서울 성동구 뚝섬로3길 18 성수1가1동주민센터",2
723,2020,5,"성북구",0.024483871,0.033258065,0.464516129,0.002225806,36.77419355,18.74193548,"서울 성북구 삼양로2길 70 길음2동 주민센터",2
724,2020,5,"세곡",0.028064516,0.025903226,0.622580645,0.003064516,38.19354839,19.67741935,"서울 강남구 밤고개로 337 (세곡사거리)",2
725,2020,5,"송파구",0.024741935,0.032354839,0.461290323,0.002677419,33,18.16129032,"서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동)",2
726,2020,5,"시흥대로",0.036580645,0.026258065,0.564516129,0.003096774,39.64516129,20.32258065,"서울 금천구 독산동 996-9 한양수자인아파트 앞",2
727,2020,5,"신촌로",0.032225806,0.025129032,0.551612903,0.00283871,38.06451613,20.09677419,"서울 마포구 노고산동 57-62 (신촌역 7번 출구)",2
728,2020,5,"양천구",0.020129032,0.03283871,0.432258065,0.003677419,35.03225806,16.58064516,"서울 양천구 중앙로52길 56 신정4동 문화센터",2
729,2020,5,"영등포구",0.022580645,0.033290323,0.390322581,0.002451613,32.22580645,16.41935484,"서울 영등포구 당산로 123 영등포구청 (당산동3가)",2
730,2020,5,"영등포로",0.036483871,0.02583871,0.55483871,0.002935484,38.90322581,21.83870968,"서울 영등포구 영중로 37 (영등포시장사거리)",2
731,2020,5,"올림픽공원",0.014451613,0.028193548,0.241935484,0.003741935,32.5483871,18.77419355,"서울 송파구 올림픽로 424 (서울역사편찬원)",2
732,2020,5,"용산구",0.017483871,0.026870968,0.438709677,0.001935484,35.64516129,17.48387097,"서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터",2
733,2020,5,"은평구",0.013064516,0.041903226,0.267741935,0.002709677,35.06451613,19.83870968,"서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 )",2
734,2020,5,"자연사박물관",0.015774194,0.044129032,0.419354839,0.006,31,16.61290323,"서울 서대문구 연희로32길 51 (서대문자연사박물관)",2
735,2020,5,"정릉로",0.021967742,0.028741935,0.374193548,0.004516129,48.41935484,23.51612903,"서울 성북구 돈암동 8-164번지 ",2
736,2020,5,"종로",0.021806452,0.031677419,0.464516129,0.002870968,36.96774194,20.48387097,"서울 종로구 종로 169 (종묘주차장 앞)",2
737,2020,5,"종로구",0.020419355,0.029903226,0.451612903,0.003225806,34.25806452,18.5483871,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2
738,2020,5,"중구",0.020793103,0.029413793,0.431034483,0.002655172,31.86206897,19.5862069,"서울 중구 덕수궁길 15 시청서소문별관 3동",2
739,2020,5,"중랑구",0.020516129,0.031387097,0.380645161,0.00216129,34.32258065,17.87096774,"서울 중랑구 용마산로 369 건강가정지원센터",2
740,2020,5,"천호대로",0.031612903,0.029096774,0.503225806,0.002774194,37.5483871,17.16129032,"서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)",2
741,2020,5,"청계천로",0.024677419,0.029419355,0.570967742,0.003096774,39.87096774,22.74193548,"서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)",2
742,2020,5,"한강대로",0.027645161,0.027483871,0.596774194,0.003193548,43.90322581,20.67741935,"서울 용산구 한강대로 405 (서울역 앞)",2
743,2020,5,"행주",0.028454545,0.025870968,0.719354839,0.002322581,41.4,21.12903226,"김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소)",2
744,2020,5,"홍릉로",0.030967742,0.030935484,0.458064516,0.00283871,34.58064516,17.83870968,"서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞)",2
745,2020,5,"화랑로",0.026129032,0.028612903,0.316129032,0.002903226,45.12903226,21.64516129,"서울 노원구 화랑로 429 태능입구역 8번 출구",2
746,2020,6,"강남구",0.0223,0.044785714,0.446666667,0.0026,33.66666667,21.4,"서울 강남구 학동로 426 강남구청 별관 1동",2
747,2020,6,"강남대로",0.034366667,0.0318,0.576666667,0.0031,36.63333333,17.46666667,"서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동)",2
748,2020,6,"강동구",0.0205,0.040166667,0.396666667,0.0031,36.8,22.33333333,"서울 강동구 구천면로 42길 59 천호1동 주민센터",2
749,2020,6,"강변북로",0.041833333,0.032333333,0.62,0.003,38.46666667,18.4,"서울 성동구 강변북로 257 한강사업본부 옆",2
750,2020,6,"강북구",0.015433333,0.0363,0.4,0.0023,40.13333333,22.13333333,"서울 강북구 삼양로 139길 49 우이동 주민센터",2
751,2020,6,"강서구",0.017333333,0.038866667,0.39,0.004133333,36.33333333,20.63333333,"서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관",2
752,2020,6,"공항대로",0.026233333,0.034333333,0.453333333,0.004533333,40.56666667,21.7,"서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆",2
753,2020,6,"관악구",0.0216,0.043666667,0.453333333,0.002966667,37.23333333,20.06666667,"서울 관악구 신림동길 14 신림동 주민센터",2
754,2020,6,"광진구",0.019233333,0.0526,0.506666667,0.003233333,35.26666667,21.2,"서울 광진구 광나루로 571 구의 아리수정수센터",2
755,2020,6,"구로구",0.013566667,0.046933333,0.21,0.002631579,33.35714286,17.33333333,"서울 구로구 가마산로 27길 45 구로고등학교",2
756,2020,6,"금천구",0.020033333,0.038,0.43,0.003133333,33.46666667,21.1,"서울 금천구 금하로21길 20 시흥5동 주민센터",2
757,2020,6,"남산",0.025066667,0.047033333,0.59,0.002266667,38.55555556,17.55555556,"서울 용산구 남산공원길 103 (서울타워 별관 2층)",2
758,2020,6,"노원구",0.0149,0.046666667,0.396666667,0.002566667,33.2,18.16666667,"서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소)",2
759,2020,6,"도봉구",0.017133333,0.0501,0.303333333,0.002866667,36.23333333,19.9,"서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집",2
760,2020,6,"도산대로",0.030566667,0.033033333,0.603333333,0.002533333,38.23333333,21.06666667,"서울 강남구 도산대로 104 신사역2번출구 앞",2
761,2020,6,"동대문구",0.020133333,0.0449,0.410344828,0.002666667,33.76666667,18.86666667,"서울 동대문구 천호대로13길 43 용두초등학교",2
762,2020,6,"동작구",0.017766667,0.038266667,0.373333333,0.002533333,39.17857143,21.23333333,"서울 동작구 사당로16아길 6 사당4동 주민센터",2
763,2020,6,"동작대로",0.0452,0.037666667,0.416666667,0.0037,46.63333333,18.66666667,"서울 동작구 사당2동 739 이수역 북단 버스중앙차로",2
764,2020,6,"마포구",0.022666667,0.0388,0.425,0.002733333,34.06666667,20.2,"서울 마포구 포은로 6길 10 망원1동주민센터 옥상",2
765,2020,6,"마포아트센터",0.017833333,0.052066667,0.196666667,0.003266667,34.36666667,19,"서울 마포구 대흥로20길 28 (마포아트센터)",2
766,2020,6,"북한산",0.0106,0.048,0.456666667,0.0017,34.06666667,14.33333333,"서울 강북구 삼양로 181길 387 (우이령 전경대 위)",2
767,2020,6,"서대문구",0.016068966,0.0465,0.51,0.002233333,33.7,18.83333333,"서울 서대문구 세검정로4길 32 (홍제3동 주민센터) ",2
768,2020,6,"서울숲",0.018551724,0.031413793,0.348275862,0.00337931,36.13333333,18.26666667,"서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆)",2
769,2020,6,"서초구",0.019931034,0.0509,0.326666667,0.003533333,42.43333333,17.56666667,"서울 서초구 신반포로15길 16 반포 2동 주민센터",2
770,2020,6,"성동구",0.019166667,0.042166667,0.4,0.003133333,35.53333333,23.13333333,"서울 성동구 뚝섬로3길 18 성수1가1동주민센터",2
771,2020,6,"성북구",0.023466667,0.0414,0.546666667,0.002233333,38.1,19.9,"서울 성북구 삼양로2길 70 길음2동 주민센터",2
772,2020,6,"세곡",0.0392,0.033133333,0.513333333,0.002633333,41.62068966,22.4,"서울 강남구 밤고개로 337 (세곡사거리)",2
773,2020,6,"송파구",0.022633333,0.038466667,0.436666667,0.0028,36.16666667,22.06666667,"서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동)",2
774,2020,6,"시흥대로",0.0381,0.0343,0.57,0.0035,42.4,24.8,"서울 금천구 독산동 996-9 한양수자인아파트 앞",2
775,2020,6,"신촌로",0.038566667,0.029933333,0.603333333,0.003233333,41.56666667,23.46666667,"서울 마포구 노고산동 57-62 (신촌역 7번 출구)",2
776,2020,6,"양천구",0.0189,0.041466667,0.423333333,0.0032,37.4,19.43333333,"서울 양천구 중앙로52길 56 신정4동 문화센터",2
777,2020,6,"영등포구",0.022366667,0.042266667,0.426666667,0.002633333,35.56666667,19.73333333,"서울 영등포구 당산로 123 영등포구청 (당산동3가)",2
778,2020,6,"영등포로",0.040233333,0.033033333,0.58,0.003366667,39.5,22.73333333,"서울 영등포구 영중로 37 (영등포시장사거리)",2
779,2020,6,"올림픽공원",0.0145,0.035833333,0.383333333,0.004066667,35.13333333,21.23333333,"서울 송파구 올림픽로 424 (서울역사편찬원)",2
780,2020,6,"용산구",0.019433333,0.031833333,0.453333333,0.001966667,37.06666667,20.96666667,"서울 용산구 이태원로 224-19 (한남동) 한남로 복합문화센터",2
781,2020,6,"은평구",0.012448276,0.0496,0.266666667,0.002933333,36.4,20.7,"서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 )",2
782,2020,6,"자연사박물관",0.016766667,0.050033333,0.373333333,0.006233333,33.83333333,20.33333333,"서울 서대문구 연희로32길 51 (서대문자연사박물관)",2
783,2020,6,"정릉로",0.032966667,0.034033333,0.39,0.003833333,41,24,"서울 성북구 돈암동 8-164번지 ",2
784,2020,6,"종로",0.023166667,0.042666667,0.456666667,0.003133333,39.73333333,22.93333333,"서울 종로구 종로 169 (종묘주차장 앞)",2
785,2020,6,"종로구",0.019633333,0.0408,0.456666667,0.003766667,36.5,21.4,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2
786,2020,6,"중구",0.0201,0.036733333,0.443333333,0.003033333,33.2,22.23333333,"서울 중구 덕수궁길 15 시청서소문별관 3동",2
787,2020,6,"중랑구",0.0207,0.040933333,0.436666667,0.002266667,38.2,21.13333333,"서울 중랑구 용마산로 369 건강가정지원센터",2
788,2020,6,"천호대로",0.0337,0.038833333,0.506666667,0.003233333,41.33333333,20.43333333,"서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞)",2
789,2020,6,"청계천로",0.025433333,0.038333333,0.596666667,0.003566667,42.1,26.03333333,"서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞)",2
790,2020,6,"행주",0.031708333,0.028933333,0.636363636,0.0032,41.16666667,21.43333333,"김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소)",2
