,ID,year,month,location,no2,o3,co,so2,pm10,pm2.5,address,Y,pop_men<10s,pop_men10s,pop_men20s,pop_men30s,pop_men40s,pop_men50s,pop_men60s,pop_men>70s,pop_women<10s,pop_women10s,pop_women20s,pop_women30s,pop_women40s,pop_women50s,pop_women60s,pop_women>70s,x,y,height,road,tree,building,river,car_sedan,car_van,car_twowheels,car_special,car_truck,gu,tax,rain_count,total_rain
128,129,2019,4,관악구,0.030466667,0.031966667,0.356666667,0.004433333,49.2,26.56666667,서울 관악구 신림동길 14 신림동 주민센터,2,638.52 ,316.90 ,1105.82 ,1417.91 ,957.12 ,723.70 ,630.31 ,1083.25 ,643.07 ,313.06 ,1438.34 ,1188.64 ,823.23 ,774.76 ,827.74 ,1632.90 ,37.487396,126.9271139,20,0,0,1,0,103197,4745,24366,260,12595,관악구,406752,15,81.5
129,130,2019,4,관악산,0.010866667,0.032033333,0.315789474,0.003766667,38.96666667,17.6,과천시 자하동길 64 (관악산 중계소),2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,37.44112664,126.9644471,588,0,1,0,0,0,0,0,0,0,관악구,406752,15,81.5
130,131,2019,4,광진구,0.028733333,0.025666667,0.686666667,0.004,42.46666667,23.8,서울 광진구 광나루로 571 구의 아리수정수센터,2,860.96 ,465.06 ,862.08 ,1039.28 ,943.38 ,908.36 ,764.37 ,1100.46 ,839.93 ,463.80 ,1113.80 ,1095.45 ,988.01 ,987.18 ,946.55 ,1681.72 ,37.54594731,127.0929507,40,0,1,1,0,83567,3441,18223,285,12467,광진구,443149,8,50.5
131,132,2019,4,구로구,0.0259,0.027,0.293333333,0.004166667,46.43333333,24.23333333,서울 구로구 가마산로 27길 45 구로고등학교,2,987.79 ,436.46 ,671.40 ,1118.46 ,1166.94 ,937.16 ,841.01 ,1167.56 ,925.79 ,404.83 ,819.08 ,1059.97 ,978.92 ,925.06 ,994.56 ,1679.75 ,37.49884008,126.8903092,10,0,0,1,0,120063,6321,15875,364,17653,구로구,477101,7,33.5
132,133,2019,4,금천구,0.0331,0.026933333,0.443333333,0.003466667,37.4,19.43333333,서울 금천구 금하로21길 20 시흥5동 주민센터,2,605.31 ,293.83 ,502.51 ,812.45 ,777.24 ,723.19 ,681.79 ,891.53 ,620.14 ,310.38 ,566.43 ,757.00 ,685.46 ,785.21 ,812.93 ,1358.97 ,37.45233457,126.9080537,25,0,0,1,0,69394,4396,11487,159,13498,금천구,469419,14,67
133,134,2019,4,남산,0.024766667,0.0377,0.633333333,0.005,42.13333333,18.1,서울 용산구 남산공원길 103 (서울타워 별관 2층),2,465.81 ,230.18 ,528.14 ,763.90 ,705.02 ,547.78 ,455.40 ,708.75 ,484.60 ,238.51 ,679.65 ,773.22 ,640.68 ,515.56 ,534.73 ,1193.81 ,37.5511821,126.9876498,260,0,1,0,0,67443,2521,16058,134,7042,용산구,764486,16,72.5
134,135,2019,4,노원구,0.028033333,0.026333333,0.476666667,0.003966667,37.1,19.66666667,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),2,1091.66 ,727.63 ,986.15 ,789.24 ,1004.38 ,1053.19 ,920.89 ,1291.16 ,1030.58 ,672.02 ,1113.25 ,885.67 ,1124.38 ,1211.22 ,1141.99 ,2329.42 ,37.65748313,127.0678641,30,0,0,1,0,133610,5686,14852,349,13452,노원구,346657,5,45
135,136,2019,4,도봉구,0.018333333,0.034766667,0.44,0.004333333,38.6,18.86666667,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,2,802.58 ,443.52 ,671.77 ,661.38 ,763.40 ,764.42 ,776.96 ,1229.52 ,716.50 ,397.15 ,780.03 ,701.58 ,762.33 ,899.21 ,961.12 ,1986.72 ,37.6542176,127.0290801,67,0,1,0,0,82006,3860,14695,230,10998,도봉구,252935,4,21.5
136,137,2019,4,도산대로,0.035966667,0.021,0.646666667,0.0036,50.03333333,25.1,서울 강남구 도산대로 104 신사역2번출구 앞,2,977.15 ,633.90 ,736.32 ,1200.01 ,1363.65 ,1058.19 ,767.90 ,1194.75 ,929.13 ,591.81 ,972.07 ,1274.53 ,1293.70 ,968.14 ,970.06 ,1740.67 ,37.51607746,127.0203412,24,1,0,1,0,211376,6201,16772,400,16349,강남구,3457856,10,67
137,138,2019,4,동대문구,0.0303,0.035566667,0.45,0.003793103,33.06666667,16.33333333,서울 동대문구 천호대로13길 43 용두초등학교,2,830.26 ,417.54 ,1167.96 ,849.79 ,925.46 ,816.22 ,755.21 ,1257.47 ,752.15 ,379.30 ,1515.92 ,870.72 ,841.14 ,860.93 ,915.72 ,2040.80 ,37.57640498,127.028382,18,1,0,1,0,81016,3821,23629,172,13025,동대문구,436483,14,91
138,139,2019,4,동작구,0.031533333,0.0314,0.416666667,0.0031,38.86666667,19.4,서울 동작구 사당로16아길 6 사당4동 주민센터,2,920.61 ,432.58 ,1082.24 ,1102.78 ,982.52 ,820.33 ,767.91 ,1264.83 ,919.42 ,418.97 ,1322.77 ,1094.50 ,990.60 ,940.54 ,1004.53 ,2030.76 ,37.48097575,126.9716337,26,0,0,1,0,93624,3367,15075,381,8882,동작구,472049,15,80
139,140,2019,4,동작대로,0.048666667,0.016233333,0.553333333,0.004866667,52.26666667,23.93333333,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,2,920.61 ,432.58 ,1082.24 ,1102.78 ,982.52 ,820.33 ,767.91 ,1264.83 ,919.42 ,418.97 ,1322.77 ,1094.50 ,990.60 ,940.54 ,1004.53 ,2030.76 ,37.48945977,126.9824745,12,1,0,1,0,93624,3367,15075,381,8882,동작구,472049,15,80
140,141,2019,4,마포구,0.0246,0.0262,0.443333333,0.004,49.76666667,24.8,서울 마포구 포은로 6길 10 망원1동주민센터 옥상,2,876.05 ,499.43 ,1066.78 ,1145.76 ,1172.18 ,852.68 ,666.52 ,1017.98 ,878.29 ,496.12 ,1584.21 ,1319.09 ,1189.82 ,900.95 ,838.26 ,1758.91 ,37.55558837,126.9055913,8,0,0,1,0,100997,4287,17062,245,12136,마포구,793808,17,73.5
141,142,2019,4,북한산,0.009766667,0.035633333,0.483333333,0.003266667,35.36666667,18.4,서울 강북구 삼양로 181길 387 (우이령 전경대 위),2,781.90 ,430.94 ,698.74 ,748.25 ,866.03 ,841.17 ,773.64 ,1439.27 ,716.79 ,394.09 ,993.15 ,763.55 ,854.18 ,983.35 ,1014.37 ,2386.45 ,37.67901408,127.002294,114,0,1,0,0,63461,3943,21736,160,9285,강북구,234701,7,53.5
142,143,2019,4,서대문구,0.0248,0.031066667,0.73,0.0042,43.3,22.56666667,서울 서대문구 세검정로4길 32 (홍제3동 주민센터),2,882.46 ,429.50 ,1041.04 ,911.27 ,977.94 ,833.13 ,729.97 ,1183.24 ,840.30 ,413.65 ,1824.41 ,1040.82 ,953.94 ,928.83 ,907.57 ,1946.72 ,37.59376657,126.9496911,44,0,0,1,0,75273,3406,14919,315,8627,서대문구,399249,8,40
143,144,2019,4,서초구,0.0296,0.027266667,0.29,0.0035,48.13333333,25.86666667,서울 서초구 신반포로15길 16 반포 2동 주민센터,2,946.30 ,534.09 ,714.27 ,1016.84 ,1198.64 ,966.47 ,747.08 ,1210.09 ,1027.19 ,585.93 ,867.37 ,1107.77 ,1193.19 ,927.70 ,930.79 ,1804.95 ,37.50458542,126.9944717,10,0,0,1,0,159708,5089,12750,348,17027,서초구,2010972,14,84
144,145,2019,4,성동구,0.032566667,0.0319,0.436666667,0.0035,46.2,22.53333333,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,2,687.04 ,296.09 ,935.87 ,863.60 ,804.01 ,669.62 ,570.80 ,806.73 ,653.58 ,291.47 ,1145.46 ,903.74 ,713.26 ,665.00 ,703.01 ,1370.86 ,37.54203238,127.0496885,11,0,0,1,0,89505,4600,20443,180,11136,성동구,582273,15,75.5
145,146,2019,4,성북구,0.033633333,0.027266667,0.686666667,0.0031,41.93333333,17.86666667,서울 성북구 삼양로2길 70 길음2동 주민센터,2,910.81 ,512.79 ,879.12 ,675.52 ,814.65 ,736.57 ,654.76 ,1085.27 ,816.86 ,448.04 ,1249.04 ,749.55 ,852.91 ,813.14 ,821.04 ,1866.23 ,37.60681328,127.0272803,34,1,0,1,0,101303,5206,26295,166,11092,성북구,460128,14,74.5
146,147,2019,4,세곡,0.035966667,0.020766667,0.86,0.004366667,29.46666667,14.53333333,서울 강남구 밤고개로 337 (세곡사거리),2,977.15 ,633.90 ,736.32 ,1200.01 ,1363.65 ,1058.19 ,767.90 ,1194.75 ,929.13 ,591.81 ,972.07 ,1274.53 ,1293.70 ,968.14 ,970.06 ,1740.67 ,37.46408289,127.1090843,23,1,0,0,0,211376,6201,16772,400,16349,강남구,3457856,10,67
147,148,2019,4,송파구,0.034166667,0.0255,0.446666667,0.003233333,42,23.73333333,서울 송파구 백제고분로 236 삼전동 주민센터 (삼전동),2,1161.24 ,603.53 ,678.05 ,1068.18 ,1149.35 ,958.28 ,853.43 ,1117.15 ,1172.26 ,617.06 ,843.76 ,1197.45 ,1154.77 ,1059.31 ,1096.06 ,1737.97 ,37.50272901,127.0925211,14,1,0,1,0,206538,7247,19953,410,26773,송파구,1573934,13,78.5
148,149,2019,4,시흥대로,0.046733333,0.022466667,0.606666667,0.0042,44.96666667,18.73333333,서울 금천구 독산동 996-9 한양수자인아파트 앞,2,605.31 ,293.83 ,502.51 ,812.45 ,777.24 ,723.19 ,681.79 ,891.53 ,620.14 ,310.38 ,566.43 ,757.00 ,685.46 ,785.21 ,812.93 ,1358.97 ,37.47496364,126.8986765,26,1,0,1,0,69394,4396,11487,159,13498,금천구,469419,14,67
149,150,2019,4,신촌로,0.0527,0.019733333,0.68,0.003733333,44.06666667,21.73333333,서울 마포구 노고산동 57-62 (신촌역 7번 출구),2,876.05 ,499.43 ,1066.78 ,1145.76 ,1172.18 ,852.68 ,666.52 ,1017.98 ,878.29 ,496.12 ,1584.21 ,1319.09 ,1189.82 ,900.95 ,838.26 ,1758.91 ,37.55517177,126.9361424,18,1,0,1,0,100997,4287,17062,245,12136,마포구,793808,17,73.5
150,151,2019,4,양천구,0.033733333,0.027033333,0.476666667,0.003866667,44.2,20.03333333,서울 양천구 중앙로52길 56 신정4동 문화센터,2,983.07 ,649.91 ,555.69 ,681.52 ,897.69 ,838.45 ,684.46 ,921.40 ,919.48 ,606.93 ,640.22 ,771.79 ,966.98 ,916.71 ,836.33 ,1527.23 ,37.52597518,126.8566021,13,0,0,1,0,128997,5167,18631,556,15609,양천구,534297,15,63
151,152,2019,4,영등포구,0.033966667,0.0225,0.383333333,0.0032,52.03333333,29.5,서울 영등포구 당산로 123 영등포구청 (당산동3가),2,751.55 ,337.68 ,685.51 ,1198.30 ,993.08 ,829.28 ,710.42 ,1065.06 ,758.76 ,320.44 ,909.08 ,1122.60 ,857.03 ,803.14 ,832.71 ,1592.99 ,37.52596316,126.8963671,8,1,1,1,0,116679,5306,16336,1178,19570,영등포구,1377273,15,64.5
152,153,2019,4,영등포로,0.0499,0.019433333,0.63,0.0046,44.83333333,19.86666667,서울 영등포구 영중로 37 (영등포시장사거리),2,751.55 ,337.68 ,685.51 ,1198.30 ,993.08 ,829.28 ,710.42 ,1065.06 ,758.76 ,320.44 ,909.08 ,1122.60 ,857.03 ,803.14 ,832.71 ,1592.99 ,37.51948008,126.9047117,9,1,0,1,0,116679,5306,16336,1178,19570,영등포구,1377273,15,64.5
153,154,2019,4,은평구,0.022333333,0.035066667,0.5,0.004033333,43.5,20.46666667,서울 은평구 진흥로 215 (한국환경산업기술원 온실동2층 ),2,1123.48 ,628.88 ,734.99 ,898.32 ,1063.16 ,974.78 ,854.56 ,1439.49 ,1003.89 ,555.54 ,912.82 ,1027.88 ,1147.95 ,1097.45 ,1135.50 ,2452.32 ,37.60987179,126.9343249,33,1,1,0,0,111583,5270,20943,264,13369,은평구,394933,26,128.5
154,155,2019,4,정릉로,0.041733333,0.0168,0.436666667,0.003466667,49.46666667,25.3,서울 성북구 돈암동 8-164번지,2,910.81 ,512.79 ,879.12 ,675.52 ,814.65 ,736.57 ,654.76 ,1085.27 ,816.86 ,448.04 ,1249.04 ,749.55 ,852.91 ,813.14 ,821.04 ,1866.23 ,37.60352172,127.0259508,34,1,0,1,0,101303,5206,26295,166,11092,성북구,460128,14,74.5
155,156,2019,4,종로,0.0347,0.026766667,0.5,0.003266667,37.56666667,16.13333333,서울 종로구 종로 169 (종묘주차장 앞),2,283.67 ,164.76 ,580.21 ,498.06 ,499.44 ,481.94 ,417.22 ,640.38 ,279.79 ,165.06 ,673.82 ,458.66 ,426.95 ,461.64 ,452.12 ,986.64 ,37.57091931,126.9965554,21,1,1,1,0,40882,3855,13112,184,5265,종로구,989810,9,46
156,157,2019,4,종로구,0.031466667,0.030466667,0.53,0.003566667,34.9,16.63333333,"서울 종로구 종로35가길 19 종로5,6가 동 주민센터",2,283.67 ,164.76 ,580.21 ,498.06 ,499.44 ,481.94 ,417.22 ,640.38 ,279.79 ,165.06 ,673.82 ,458.66 ,426.95 ,461.64 ,452.12 ,986.64 ,37.57206117,127.0050313,20,0,0,1,0,40882,3855,13112,184,5265,종로구,989810,9,46
157,158,2019,4,중구,0.033266667,0.033,0.473333333,0.003166667,35.43333333,17.2,서울 중구 덕수궁길 15 시청서소문별관 3동,2,270.76 ,119.91 ,464.51 ,639.33 ,565.63 ,469.24 ,394.13 ,552.91 ,271.46 ,117.33 ,569.91 ,607.92 ,480.00 ,446.15 ,459.20 ,878.81 ,37.56455419,126.9756136,31,1,0,1,0,40985,3322,14642,221,7175,중구,1707929,0,0
158,159,2019,4,중랑구,0.022,0.031633333,0.353333333,0.005966667,32.33333333,18.06666667,서울 중랑구 용마산로 369 건강가정지원센터,2,820.88 ,404.83 ,659.71 ,826.22 ,841.57 ,876.09 ,815.72 ,1166.78 ,785.95 ,378.27 ,787.03 ,877.94 ,810.11 ,968.21 ,972.71 ,1924.40 ,37.58491272,127.0940363,37,1,0,1,0,92912,4817,24168,411,15444,중랑구,324915,14,93.5
159,160,2019,4,천호대로,0.042166667,0.022933333,0.506666667,0.0032,45.03333333,18.66666667,서울 강동구 천호대로 1151 길동사거리 강동성모요양병원 앞),2,1087.63 ,573.75 ,664.73 ,882.87 ,1023.19 ,931.12 ,885.54 ,1253.36 ,964.28 ,497.59 ,768.62 ,950.02 ,1045.27 ,1050.37 ,1135.33 ,1858.55 ,37.53415608,127.1393358,20,1,0,1,0,114561,4739,16335,295,15423,강동구,703426,7,45
160,161,2019,4,청계천로,0.0374,0.025633333,0.596666667,0.0038,37.66666667,19.7,서울 중구 청계천로 184 (청계천4가사거리 남강빌딩 앞),2,270.76 ,119.91 ,464.51 ,639.33 ,565.63 ,469.24 ,394.13 ,552.91 ,271.46 ,117.33 ,569.91 ,607.92 ,480.00 ,446.15 ,459.20 ,878.81 ,37.56863811,126.9981855,19,1,0,1,0,40985,3322,14642,221,7175,중구,1707929,0,0
161,162,2019,4,한강대로,0.041166667,0.0199,0.513333333,0.004033333,55.8,27.37931034,서울 용산구 한강대로 405 (서울역 앞),2,465.81 ,230.18 ,528.14 ,763.90 ,705.02 ,547.78 ,455.40 ,708.75 ,484.60 ,238.51 ,679.65 ,773.22 ,640.68 ,515.56 ,534.73 ,1193.81 ,37.5548376,126.9717326,26,1,0,1,0,67443,2521,16058,134,7042,용산구,764486,16,72.5
162,163,2019,4,행주,0.028517241,0.033366667,0.543333333,0.004766667,39.9,17.6,김포시 고촌읍 은행영사정로 197 (신곡수중보 관리사무소),2,1439.00 ,1385.00 ,1466.00 ,1872.00 ,2404.00 ,2128.00 ,1732.00 ,1097.00 ,1291.00 ,1267.00 ,1373.00 ,1975.00 ,2248.00 ,2113.00 ,1731.00 ,1389.00 ,37.60908701,126.7863203,19,0,1,0,1,0,0,0,0,0,고촌읍,,,
163,164,2019,4,홍릉로,0.0377,0.0296,0.48,0.003633333,44.46666667,24.2,서울 동대문구 홍릉로 1 (청량리전철역 사거리 SC제일은행 앞),2,830.26 ,417.54 ,1167.96 ,849.79 ,925.46 ,816.22 ,755.21 ,1257.47 ,752.15 ,379.30 ,1515.92 ,870.72 ,841.14 ,860.93 ,915.72 ,2040.80 ,37.58045291,127.0443683,14,0,0,1,0,81016,3821,23629,172,13025,동대문구,436483,14,91
164,165,2019,4,화랑로,0.0365,0.0184,0.326666667,0.004,40.16666667,23.13333333,서울 노원구 화랑로 429 태능입구역 8번 출구,2,1091.66 ,727.63 ,986.15 ,789.24 ,1004.38 ,1053.19 ,920.89 ,1291.16 ,1030.58 ,672.02 ,1113.25 ,885.67 ,1124.38 ,1211.22 ,1141.99 ,2329.42 ,37.6177942,127.0751588,19,1,0,1,0,133610,5686,14852,349,13452,노원구,346657,5,45
165,166,2019,5,강남구,0.024870968,0.036870968,0.377419355,0.006064516,42.58064516,25.90322581,서울 강남구 학동로 426 강남구청 별관 1동,2,923.71 ,600.28 ,727.03 ,1180.73 ,1319.50 ,1023.08 ,736.98 ,1138.43 ,888.29 ,560.57 ,959.45 ,1239.20 ,1251.61 ,935.46 ,935.61 ,1663.97 ,37.51796816,127.0470598,29,1,0,1,0,211447,6079,16872,401,16286,강남구,3457856,11,130.5
166,167,2019,5,강남대로,0.056709677,0.028129032,0.525806452,0.004419355,64.12903226,31.87096774,서울 서초구 강남대로 201 서초구민회관 앞 중앙차로 (양재동),2,912.28 ,509.61 ,710.41 ,992.97 ,1174.70 ,945.12 ,717.08 ,1155.29 ,988.35 ,561.02 ,860.82 ,1078.54 ,1157.11 ,895.13 ,888.98 ,1745.72 ,37.48182784,127.0359572,28,1,1,1,0,159199,5063,12687,351,16995,서초구,2010972,5,46.5
167,168,2019,5,강동구,0.029612903,0.034774194,0.464516129,0.004548387,46.70967742,26.96774194,서울 강동구 구천면로 42길 59 천호1동 주민센터,2,1015.25 ,535.56 ,652.31 ,868.23 ,986.89 ,898.38 ,856.23 ,1220.19 ,900.21 ,463.76 ,753.47 ,925.99 ,1007.91 ,1015.62 ,1093.89 ,1800.61 ,37.54500381,127.1368198,27,0,0,1,0,114621,4706,16335,292,15411,강동구,703426,4,39.5
168,169,2019,5,강변북로,0.060129032,0.020225806,0.416129032,0.003870968,64.58064516,33.16129032,서울 성동구 강변북로 257 한강사업본부 옆,3,653.89 ,281.41 ,923.99 ,849.09 ,780.08 ,649.11 ,545.91 ,780.37 ,620.57 ,276.69 ,1136.09 ,882.58 ,699.02 ,648.65 ,674.36 ,1343.60 ,37.53896166,127.0416039,16,1,1,1,1,89466,4558,20424,181,11143,성동구,582273,6,58.5
169,170,2019,5,강북구,0.01916129,0.044806452,0.458064516,0.003322581,52.35483871,25.09677419,서울 강북구 삼양로 139길 49 우이동 주민센터,2,741.85 ,408.82 ,682.03 ,734.89 ,840.61 ,809.38 ,749.80 ,1404.48 ,691.11 ,380.35 ,977.28 ,746.99 ,826.76 ,952.71 ,978.72 ,2325.16 ,37.64793425,127.0118697,43,0,1,1,0,63357,3924,21832,163,9249,강북구,234701,3,40
170,171,2019,5,강서구,0.02983871,0.048064516,0.458064516,0.005870968,53.12903226,26.61290323,서울 강서구 강서로 45 다길 71 화곡3동 푸른들청소년도서관,2,1051.38 ,474.56 ,676.47 ,1129.27 ,1094.72 ,840.31 ,794.49 ,1170.79 ,1021.64 ,450.77 ,870.65 ,1222.93 ,1057.40 ,915.10 ,1034.55 ,1832.21 ,37.54466973,126.8351791,20,0,0,1,0,174134,7646,18680,417,21503,강서구,826542,6,55.5
171,172,2019,5,공항대로,0.041935484,0.031741935,0.474193548,0.006387097,53.06451613,29.35483871,서울 강서구 마곡동 727-1091 마곡역 중앙차로정류장 옆,2,1051.38 ,474.56 ,676.47 ,1129.27 ,1094.72 ,840.31 ,794.49 ,1170.79 ,1021.64 ,450.77 ,870.65 ,1222.93 ,1057.40 ,915.10 ,1034.55 ,1832.21 ,37.55964945,126.8287913,9,1,0,1,0,174134,7646,18680,417,21503,강서구,826542,6,55.5
172,173,2019,5,관악구,0.028354839,0.045935484,0.367741935,0.003580645,61.61290323,34,서울 관악구 신림동길 14 신림동 주민센터,2,591.56 ,293.68 ,1061.99 ,1385.73 ,925.09 ,703.86 ,612.85 ,1044.12 ,610.81 ,296.51 ,1400.11 ,1160.94 ,799.11 ,745.45 ,800.04 ,1574.06 ,37.487396,126.9271139,20,0,0,1,0,103146,4716,24439,260,12603,관악구,406752,6,50.5
173,174,2019,5,관악산,0.010419355,0.049709677,0.332258065,0.004419355,53.93548387,26.48387097,과천시 자하동길 64 (관악산 중계소),2,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,37.44112664,126.9644471,588,0,1,0,0,0,0,0,0,0,관악구,406752,6,50.5
174,175,2019,5,광진구,0.028935484,0.036935484,0.761290323,0.005096774,55.83870968,33.83870968,서울 광진구 광나루로 571 구의 아리수정수센터,2,815.18 ,438.82 ,837.77 ,1009.06 ,912.01 ,870.61 ,734.06 ,1058.84 ,792.95 ,436.11 ,1081.74 ,1064.15 ,950.56 ,953.52 ,912.83 ,1604.37 ,37.54594731,127.0929507,40,0,1,1,0,83472,3415,18274,280,12420,광진구,443149,3,24.5
175,176,2019,5,구로구,0.022580645,0.045,0.316129032,0.004,59.93548387,36.22580645,서울 구로구 가마산로 27길 45 구로고등학교,3,942.00 ,417.57 ,650.34 ,1100.30 ,1134.83 ,905.56 ,802.33 ,1124.83 ,907.47 ,396.60 ,802.81 ,1025.07 ,949.75 ,895.39 ,960.75 ,1633.31 ,37.49884008,126.8903092,10,0,0,1,0,119758,6266,15943,365,17563,구로구,477101,3,24
176,177,2019,5,금천구,0.029516129,0.039064516,0.461290323,0.004516129,44.80645161,25.96774194,서울 금천구 금하로21길 20 시흥5동 주민센터,2,585.19 ,283.42 ,490.72 ,797.57 ,745.52 ,692.59 ,656.63 ,867.25 ,590.15 ,294.66 ,562.42 ,742.62 ,662.95 ,762.53 ,782.44 ,1293.99 ,37.45233457,126.9080537,25,0,0,1,0,69388,4352,11511,161,13446,금천구,469419,6,39.5
177,178,2019,5,남산,0.025387097,0.053483871,0.861290323,0.006451613,55.74193548,27.4516129,서울 용산구 남산공원길 103 (서울타워 별관 2층),2,457.55 ,226.02 ,528.92 ,762.71 ,692.82 ,538.87 ,439.59 ,676.20 ,467.19 ,229.15 ,671.32 ,772.42 ,641.17 ,504.23 ,512.78 ,1168.52 ,37.5511821,126.9876498,260,0,1,0,0,67411,2499,16043,134,7000,용산구,764486,6,54.5
178,179,2019,5,노원구,0.027193548,0.037967742,0.487096774,0.004612903,47.67741935,26.87096774,서울 노원구 상계로 118 상계2동 주민센터 (23길 17 노원구 원터행복발전소),2,1032.42 ,685.90 ,956.15 ,771.80 ,964.87 ,1014.95 ,887.02 ,1247.29 ,973.28 ,631.09 ,1081.51 ,858.93 ,1073.77 ,1163.81 ,1099.53 ,2273.17 ,37.65748313,127.0678641,30,0,0,1,0,133458,5639,14906,344,13434,노원구,346657,3,42.5
179,180,2019,5,도봉구,0.018096774,0.047870968,0.480645161,0.005129032,53.22580645,27.87096774,서울 도봉구 시루봉로2길 34 쌍문동청소년문화의집,2,763.47 ,421.93 ,653.75 ,636.14 ,733.62 ,736.09 ,745.46 ,1190.80 ,684.61 ,379.96 ,751.28 ,683.32 ,735.13 ,867.89 ,922.56 ,1946.21 ,37.6542176,127.0290801,67,0,1,0,0,82019,3872,14727,231,10998,도봉구,252935,3,51
180,181,2019,5,도산대로,0.034677419,0.036354839,0.819354839,0.005,63.58064516,33.4516129,서울 강남구 도산대로 104 신사역2번출구 앞,2,923.71 ,600.28 ,727.03 ,1180.73 ,1319.50 ,1023.08 ,736.98 ,1138.43 ,888.29 ,560.57 ,959.45 ,1239.20 ,1251.61 ,935.46 ,935.61 ,1663.97 ,37.51607746,127.0203412,24,1,0,1,0,211447,6079,16872,401,16286,강남구,3457856,11,130.5
181,182,2019,5,동대문구,0.028193548,0.048483871,0.467741935,0.004645161,42.38709677,23.51612903,서울 동대문구 천호대로13길 43 용두초등학교,2,781.07 ,391.54 ,1127.01 ,830.16 ,898.72 ,783.43 ,717.53 ,1213.33 ,727.69 ,367.56 ,1478.74 ,842.32 ,812.09 ,830.69 ,883.51 ,1987.37 ,37.57640498,127.028382,18,1,0,1,0,81011,3804,23667,173,12992,동대문구,436483,6,63.5
182,183,2019,5,동작구,0.027483871,0.042258065,0.435483871,0.004096774,48.51612903,27,서울 동작구 사당로16아길 6 사당4동 주민센터,2,863.66 ,405.96 ,1039.59 ,1076.25 ,947.34 ,778.29 ,734.10 ,1210.87 ,874.51 ,398.16 ,1284.62 ,1072.16 ,953.88 ,911.24 ,960.14 ,1963.84 ,37.48097575,126.9716337,26,0,0,1,0,93590,3334,15106,380,8856,동작구,472049,6,57.5
183,184,2019,5,동작대로,0.05416129,0.031258065,0.580645161,0.005419355,67.70967742,34.06451613,서울 동작구 사당2동 739 이수역 북단 버스중앙차로,2,863.66 ,405.96 ,1039.59 ,1076.25 ,947.34 ,778.29 ,734.10 ,1210.87 ,874.51 ,398.16 ,1284.62 ,1072.16 ,953.88 ,911.24 ,960.14 ,1963.84 ,37.48945977,126.9824745,12,1,0,1,0,93590,3334,15106,380,8856,동작구,472049,6,57.5
184,185,2019,5,마포아트센터,0.026096774,0.049193548,0.322580645,0.005096774,44.16129032,22.61290323,서울 마포구 대흥로20길 28 (마포아트센터),2,839.77 ,476.61 ,1075.59 ,1141.08 ,1149.19 ,832.40 ,650.75 ,990.71 ,848.30 ,476.53 ,1586.06 ,1310.76 ,1157.77 ,876.00 ,817.73 ,1708.82 ,37.54990609,126.9455338,17,1,0,1,0,100997,4255,17094,247,12157,마포구,793808,6,56.5
185,186,2019,5,북한산,0.011516129,0.046387097,0.690322581,0.00383871,48.80645161,28.93548387,서울 강북구 삼양로 181길 387 (우이령 전경대 위),2,741.85 ,408.82 ,682.03 ,734.89 ,840.61 ,809.38 ,749.80 ,1404.48 ,691.11 ,380.35 ,977.28 ,746.99 ,826.76 ,952.71 ,978.72 ,2325.16 ,37.67901408,127.002294,114,0,1,0,0,63357,3924,21832,163,9249,강북구,234701,3,40
186,187,2019,5,서대문구,0.024612903,0.045354839,0.738709677,0.004806452,58.32258065,31.41935484,서울 서대문구 세검정로4길 32 (홍제3동 주민센터),2,834.46 ,406.53 ,1023.15 ,896.08 ,949.98 ,818.48 ,704.15 ,1143.54 ,818.87 ,403.21 ,1793.63 ,1020.42 ,937.24 ,891.43 ,874.50 ,1916.37 ,37.59376657,126.9496911,44,0,0,1,0,75297,3392,14952,311,8577,서대문구,399249,3,30
187,188,2019,5,서울숲,0.032516129,0.035129032,1.006451613,0.004935484,69.87096774,30.80645161,서울 성동구 뚝섬로 273 (서울숲 방문자센터 옆),2,653.89 ,281.41 ,923.99 ,849.09 ,780.08 ,649.11 ,545.91 ,780.37 ,620.57 ,276.69 ,1136.09 ,882.58 ,699.02 ,648.65 ,674.36 ,1343.60 ,37.54307015,127.0417991,12,0,1,0,0,89466,4558,20424,181,11143,성동구,582273,6,58.5
188,189,2019,5,성동구,0.034258065,0.047516129,0.467741935,0.004387097,54.83870968,29.48387097,서울 성동구 뚝섬로3길 18 성수1가1동주민센터,2,653.89 ,281.41 ,923.99 ,849.09 ,780.08 ,649.11 ,545.91 ,780.37 ,620.57 ,276.69 ,1136.09 ,882.58 ,699.02 ,648.65 ,674.36 ,1343.60 ,37.54203238,127.0496885,11,0,0,1,0,89466,4558,20424,181,11143,성동구,582273,6,58.5
